Tipe,Nama,Kuantitas/Panjang,Satuan,Latitude,Longitude
POP / Server OLT,Waru,1,pcs,-7.3526914,112.729267
ODC,ODC 01,1,pcs,-7.353690953365374,112.72847327873231
Join Closure,JOIN CLOSURE ODC 01,1,pcs,-7.353690953365374,112.72847327873231
ODP,01/01,1,pcs,-7.353709249269667,112.72858283763848
Kabel Distribusi,ODC 01 -> 01/01,14.7,m,,
