Tipe,Nama,Kuantitas/Panjang,Satuan,Latitude,Longitude
POP / Server OLT,Waru,1,pcs,-7.3526914,112.729267
ODC,ODC 01,1,pcs,-7.3546272,112.7288994
Join Closure,JOIN CLOSURE ODC 01,1,pcs,-7.3546272,112.7288994
ODP,01/01,1,pcs,-7.354952644198035,112.72852817611592
Kabel Distribusi,ODC 01 -> 01/01,65.57,m,,
