Tipe,Nama,Kuantitas/Panjang,Satuan,Latitude,Longitude
POP / Server OLT,Waru,1,pcs,-7.3526914,112.729267
ODC,ODC 01,1,pcs,-7.353587617359913,112.7284136579219
Join Closure,JOIN CLOSURE ODC 01,1,pcs,-7.353587617359913,112.7284136579219
ODP,01/01,1,pcs,-7.353728342558695,112.72869717141657
Kabel Distribusi,ODC 01 -> 01/01,41.96,m,,
