Tipe,Nama,Kuantitas/Panjang,Satuan,Latitude,Longitude
POP / Server OLT,Waru,1,pcs,-7.3526914,112.729267
ODC,ODC 01,1,pcs,-7.353283081501847,112.72845350811664
Join Closure,JOIN CLOSURE ODC 01,1,pcs,-7.353283081501847,112.72845350811664
ODP,01/01,1,pcs,-7.3536406,112.728122
Kabel Distribusi,ODC 01 -> 01/01,64.81,m,,
