Tipe,Nama,Kuantitas/Panjang,Satuan,Latitude,Longitude
POP / Server OLT,Waru,1,pcs,-7.3526914,112.729267
ODC,ODC 01,1,pcs,-7.353666702163821,112.7283121243547
Join Closure,JOIN CLOSURE ODC 01,1,pcs,-7.353666702163821,112.7283121243547
ODP,01/01,1,pcs,-7.3536406,112.728122
Kabel Distribusi,ODC 01 -> 01/01,25.4,m,,
