Tipe,Nama,Kuantitas/Panjang,Satuan,Latitude,Longitude
POP / Server OLT,Waru,1,pcs,-7.3526914,112.729267
ODC,ODC 01,1,pcs,-7.3546162,112.7289084
Join Closure,JOIN CLOSURE ODC 01,1,pcs,-7.3546162,112.7289084
ODP,01/01,1,pcs,-7.354998634350548,112.72882337644504
Kabel Distribusi,ODC 01 -> 01/01,52.26,m,,
