Tipe,Nama,Kuantitas/Panjang,Satuan,Latitude,Longitude
POP / Server OLT,Waru,1,pcs,-7.3526914,112.729267
ODC,ODC 01,1,pcs,-7.354137151658111,112.72906126907125
Join Closure,JOIN CLOSURE ODC 01,1,pcs,-7.354137151658111,112.72906126907125
ODP,01/01,1,pcs,-7.3546272,112.7288994
Kabel Distribusi,ODC 01 -> 01/01,68.81,m,,
