Tipe,Nama,Kuantitas/Panjang,Satuan,Latitude,Longitude
POP / Server OLT,Waru,1,pcs,-7.3526914,112.729267
ODC,ODC 01,1,pcs,-7.353737011161894,112.72884085473272
Join Closure,JOIN CLOSURE ODC 01,1,pcs,-7.353737011161894,112.72884085473272
ODP,01/01,1,pcs,-7.3530624551641965,112.7283863383757
Kabel Distribusi,ODC 01 -> 01/01,108.26,m,,
