Tipe,Nama,Kuantitas/Panjang,Satuan,Latitude,Longitude
POP / Server OLT,Waru,1,pcs,-7.3526914,112.729267
ODC,ODC 01,1,pcs,-7.353319324316775,112.72844876554466
Join Closure,JOIN CLOSURE ODC 01,1,pcs,-7.353319324316775,112.72844876554466
ODP,01/01,1,pcs,-7.3536406,112.728122
Kabel Distribusi,ODC 01 -> 01/01,60.89,m,,
