Tipe,Nama,Kuantitas/Panjang,Satuan,Latitude,Longitude
POP / Server OLT,Waru,1,pcs,-7.3526914,112.729267
ODC,ODC 01,1,pcs,-7.353729755123886,112.72870704659654
Join Closure,JOIN CLOSURE ODC 01,1,pcs,-7.353729755123886,112.72870704659654
ODP,01/01,1,pcs,-7.354223191814806,112.72906486844145
Kabel Distribusi,ODC 01 -> 01/01,81.1,m,,
