Tipe,Nama,Kuantitas/Panjang,Satuan,Latitude,Longitude
POP / Server OLT,Waru,1,pcs,-7.3526914,112.729267
ODC,ODC 01,1,pcs,-7.353424453489603,112.72843500881322
Join Closure,JOIN CLOSURE ODC 01,1,pcs,-7.353424453489603,112.72843500881322
ODP,01/01,1,pcs,-7.353665309928226,112.72830198351367
Kabel Distribusi,ODC 01 -> 01/01,36.64,m,,
