Tipe,Nama,Kuantitas/Panjang,Satuan,Latitude,Longitude
POP / Server OLT,Waru,1,pcs,-7.3526914,112.729267
ODC,ODC 01,1,pcs,-7.353504547791617,112.72845776988696
Join Closure,JOIN CLOSURE ODC 01,1,pcs,-7.353504547791617,112.72845776988696
ODP,01/01,1,pcs,-7.3536406,112.728122
Kabel Distribusi,ODC 01 -> 01/01,48.0,m,,
