Tipe,Nama,Kuantitas/Panjang,Satuan,Latitude,Longitude
POP / Server OLT,Waru,1,pcs,-7.3526914,112.729267
ODC,ODC 01,1,pcs,-7.3530649470678044,112.72864071971844
Join Closure,JOIN CLOSURE ODC 01,1,pcs,-7.3530649470678044,112.72864071971844
ODP,01/01,1,pcs,-7.353064947067803,112.72864071971844
Kabel Distribusi,ODC 01 -> 01/01,0.0,m,,
