Tipe,Nama,Kuantitas/Panjang,Satuan,Latitude,Longitude
POP / Server OLT,Waru,1,pcs,-7.3526914,112.729267
ODC,ODC 01,1,pcs,-7.353056338308494,112.7282205255453
Join Closure,JOIN CLOSURE ODC 01,1,pcs,-7.353056338308494,112.7282205255453
ODP,01/01,1,pcs,-7.35325685857185,112.7284569395315
Kabel Distribusi,ODC 01 -> 01/01,41.17,m,,
