Tipe,Nama,Kuantitas/Panjang,Satuan,Latitude,Longitude
POP / Server OLT,Waru,1,pcs,-7.3526914,112.729267
ODC,ODC 01,1,pcs,-7.353701552254214,112.7285367466347
Join Closure,JOIN CLOSURE ODC 01,1,pcs,-7.353701552254214,112.7285367466347
ODP,01/01,1,pcs,-7.354619944358991,112.72890533643356
Kabel Distribusi,ODC 01 -> 01/01,131.9,m,,
