Tipe,Nama,Kuantitas/Panjang,Satuan,Latitude,Longitude
POP / Server OLT,Waru,1,pcs,-7.3526914,112.729267
ODC,ODC 01,1,pcs,-7.3537366043677075,112.7289240644179
Join Closure,JOIN CLOSURE ODC 01,1,pcs,-7.3537366043677075,112.7289240644179
ODP,01/01,1,pcs,-7.353029186367217,112.72869843907422
Kabel Distribusi,ODC 01 -> 01/01,99.0,m,,
